id,text,Subject,Object,Sender,Receiver,Helper,Opponent
Ugy8PM22Wqi5bOyC1nR4AaABAg,LORD YESHUA TAKE VENGEANCE FOR THE EVIL DONE TO YOUR BELOVEDS AND HELP THE IDF FIND THE OTHER HOSTAGES ..HEAL EVERY BROKEN HEARTS LORD YESHUA. ..THIS IS SO SAD WHAT THEY WENT THROUGH ..GOD WILL TAKE VENGEANCE ... PRAYING FOR YOU ALL BELOVED BROTHER YAIR AND BELOVEDS 🇮🇱🇮🇱🇮🇱 GOD BLESS YOUR HEARTS 💗 PRAYING FOR WISDOM  FOR THE LEADERS ❤❤❤,israel/israelis,security/safety,god/allah,israel/israelis,,
UgzQo-YaFc_T7TcBfFR4AaABAg,"And where did Israeli obtained the weapons from?  That's right.  The USA.  USA and Israel are at fault for the conflict and taking up more land they they should have from the Palestinian.  The ones to blame for this whole mess NOW are: Christianity, the French, the British, US, and ultimately, the UN.  The US, Britain, and UN has NO jurisdiction to say what land belongs to Jewish.  This is what happens when you have multiple religious groups in one area wanting for territory.  Human greed at its core.  IMHO, the UN, USA, and Britain made a mess of this.  Palestine is like a scared animal when Israel took up more land and backed a scared animal into a corner.  When you backed a scared animal to a corner, the Hamas is a result.  It's like Super Angry Mode of Palestine.  Thus resulting in more violence.  Israel got greedy and took more land and their Zion mentality for Palestine to be ""erased"" is the mind of ""cultural genocide"".  No different than Hitler himself.",palestine/palestinians,territory,west,israel/israelis,,israel/israelis
UgzHIk1pdYenYEcY4WJ4AaABAg,"AIPAC supported and promoted a series of legislation that not only strengthened US military and economic support for Israel, but also established severe limits on aid and support to the Palestinians, putting the Palestinians at a disadvantage in the conflict.",,power,united states,israel/israelis,,
UgyfKwTBDG04AxIotMB4AaABAg,May they be set free and may they receive the peace that Paul had in prison as he worshiped your name! In the Mighty name of Jesus!!!❤😢,,security/safety,,,,
UgxxAMfGNPzr24QyKAx4AaABAg,Where was your videos when palestenian children where being killed in their beds by this Israeli terrorists.. shame .. in this matter you have become a andh bhakt,audience/commenter,information,,,,video creator
UgxV8iNkZoKriNraTL14AaABAg,"And the warmongers, the evil men and imposters are cheering on this newly developed sorcery. Call it whatever you like, it's evil, it's dangerous, it is terrorism, it's not justified, it's not for good, if it's allowed, just as the genocidal AI program is allowed to continue, will any of us be safe from it? Will it stop at pagers? I think not. And who will be next? What will be next? God help us. I mean that. It's not just something to say or write. God help us. We have to go the battlefield, in prayer, in protest, in the courts, at the polls, but the victory in the end will belong to the Lord. ♾",,security/safety,god/allah,,,
UgzpABFjFx8lQYGSonB4AaABAg,"The report does not say if there was any Palestinian provocation before the attack. I'm not saying there was, it's just that in view of the actions in Gaza, the world seems to have forgotten Oct. 7th.",audience/commenter,information,,,,world
UgzXhcm3R1gYtghOUYN4AaABAg,There is better land in other parts of the world that would welcome Jews to establish their homeland and transport their ancient heritage to other countries. My belief in God is personal and real.  Life is so short and the promise land is another dimension after we leave this earth.,jews,territory,,,,
UgzodEv_f17yXqHyHT14AaABAg,The one and only True God is jesus christ the King of jews and God of Israel....still as per the prophecy the Israel is going on and the world too,,,,,,
UgwDYMPkTyt4W6MQHi94AaABAg,"intelligence.... buy only cell phones, tv and electronics from CHINA.... maybe they spy on you... but they don't exploit you like the Koreans, nor do they exploit them like the Taiwanese, Japanese, or Yankees!!!",,,,,,
UgzwED9q7aR0I6n4tdF4AaABAg,"You as an Indian, do you think it is ok to let the British control your country?
No absolutely! Same thing with Palestine, Zionism are bad as shit... no , shit is bad as Zionism.
Wake up India!",palestine/palestinians,rights/freedoms,,,,zionists
UgzUn0_YGeC8tnRtvcB4AaABAg,Why should anybody listen to him they already is a wider conflict over there we looking like bullies more than anything else it won't work what's happening between the Palestinians and Israel will Outlast this country,,,,,,
UgxlxmtEljL1OYLkEk94AaABAg,"Força Israel. Deus é contigo! Não há amor maior, que o Amor de Deus por suas vidas. Nos constrange ao pensar, e até compreender um pouco da dimensão desse amor, ainda ""sacrificial"", por toda humanidade🌍; vc Israel é povo escolhido de Deus para o cumprimento da Sua PALAVRA!?. Deus te abençoe ISRAEL, seu Exército e população. Deus tenha misericórdia, e dê sabedoria e estratégias/governo, e a todos os comandos para esse combate. Deus os abençoe adoradores do Nosso Deus🤔🇮🇱❤🇮🇱🙏",,,,,,
UgziD9FMZY3XDEwpyvF4AaABAg,"for OrOh stop this propaganda, tens of thousands  of women and kids have been slaughtered yet this clown was kept alive under constant Israeli bombs and still you whinge.",audience/commenter,information,video creator,audience/commenter,,video creator
Ugzg088DytijP5YcyyF4AaABAg,"🤮🤮🤮🤮🤢🤢🤢🤮🤮
 is this what Fox News thinks of the American public???

Do they really believe that the people are that dumb?

You can fool some of the people some of the time, but the time for BS will soon be coming to an end...",audience/commenter,information,,,,video creator
UgxQ69MxmLvYVJa_hO14AaABAg,"Sooo this seems to me what happens when your WHOLE identity is your religion.
I don’t have a dog in the fight but you’d think that if religion wasn’t such a major factor, they could try to get along like the melting pot of America.",,,,,,
UgyHhwaWVDIIHZPvUaV4AaABAg,"I only come here for laugh, just look at these two antiques  😂😂😂, they are arguing with each other. 😂😂😂 The most embarrassing show in internet. 👏👏👏",,,,,,
UgzxiuHocjbQeyuxZJx4AaABAg,"Please MSNBC!!! Lies!!! Let’s believe terrorist that have tried to destroy Israel and all Jewish people!! It’s disgusting that you would even condone this crap! I’m sure your news outlet also believes that October 7th was fake right? And that these animals didn’t burn or dismembered babies ,children or their parents!! After there attack they want to blame Israel with more lies!!! Sound like our government here in America! The demicraps do the same thing! Americans are hip to your lies and fake news",audience/commenter,information,video creator,audience/commenter,,video creator
Ugy1bcj6O8zW7V6Ru0p4AaABAg,Zionism was most definitely a colonial venture..! Herzog even wrote how inspired he was by Brits like Cecil Rhodes and the things they had done in Africa. That should paint a pretty clear picture,zionists,territory,,,,
UgxjfL1iqut1JeDxfRF4AaABAg,Bhai me aapki jiyada tar video dekhta hu me aapke jitni janjari to nai rakhta lekin meri jankari ke mutabik Hamas koi aatanki sangathan nahi hai,,,,,,
UgypiqWyIecvKC6ppBl4AaABAg,"The Jewish people are *indigenous* to Judea - Land of Israel. 🕎🙌 

After over 2 millennia of forced exile, persecution, and genocide, the *(re)establishment* of *Jewish sovereignty* in our *ancestral homeland* is a remarkable story of *national liberation.* Jewish claims to the land are far more than biblical accounts. Our *religion, language, culture, holidays, rituals, liturgy, history,* and even the words Jew and Jewish are all inseparable from *historical Judea* and our collective longing to *return to the Land of Israel.* 

The land of Israel is where Jews became *a people* and the *oldest monotheistic faith.* It is where Jews *achieved sovereignty* before losing it and regaining it several times until much of the *indigenous Jewish population* was either killed or forced into exile following the *Roman Empire’s* brutal suppression of the heroic *Jewish revolt* in the second century of the Common Era. Though the Romans subsequently *renamed the land* Syria Palaestina, the Jewish people *never left* our homeland physically or spiritually. *Archaeological evidence* of Jewish life can be found in more than *30,000 sites* in Israel with antiquities dating back centuries. Even when we were massacred and persecuted by Christian Crusaders, Arab and Ottoman *invaders,* the British-led Jordanian Arab Legion, or more recently Hamas suicide bombers and rockets, our attachment *never* wavered. 

It is in this same land where Jews miraculously *revitalized* the Hebrew language, *rebuilt* the institutions necessary for independence, *re-engaged* in rituals that are uniquely observed in the land of Israel, *redeveloped* the land and the economy so that by several magnitudes the Jewish and non-Jewish populations grew, and offered refuge not just to the remnant which survived the Holocaust, but also millions of Jews fleeing persecution from the Muslim Middle East, Ethiopia, and the former Soviet Union. Today, Israel is a *rich tapestry of diverse citizens,* including over half of Jewish Israelis who identify as Jews of color and 20% of whom are Arab citizens. 

*Peace Not Hate!* 🇮🇱💙",jews,territory,jews,jews,,hamas
UgzJ8ztartxvvJEau6N4AaABAg,All you lot and those involved in this mess do is talk about it and doing nothing to actually stop it. In fact quite the opposite. 🙄,,peace,,,,
